Date_New,polarity,subjectivity,neg,neu,pos,compound,std_comp,std_neg,std_neu,std_pos
2022-01-01,0,0,0,0,0,0,-0.876865196,-0.890607345,-4.23329208,-1.68684405
2022-01-02,0.266666667,0.25,0,0.516333333,0.150333333,0.2083,0.471552085,-0.890607345,-0.811081883,-0.249398826
2022-01-03,-0.013888889,0.352777778,0.1195,0.608833333,0.271666667,-0.034283333,-1.098796253,1.18576255,-0.198000327,0.910756522
2022-01-04,0.166666667,0.166666667,0,0.666666667,0,0,-0.876865196,-0.890607345,0.185313727,-1.68684405
2022-01-05,0,0,0,0.204,0.296,0.2202,0.548586006,-0.890607345,-2.881198703,1.143425039
2022-01-06,0.35,0.4375,0.0625,0.5925,0.345,0.190375,0.355515696,0.195360173,-0.306256169,1.611949314
2022-01-07,0.000119048,0.25297619,0.014166667,0.9695,0.016333333,0.003533333,-0.853992379,-0.644454708,2.192465415,-1.530669292
2022-01-08,1,0.3,0,0.656,0.344,0.6369,3.246067912,-0.890607345,0.114616034,1.602387594
2022-01-09,0,0,0,0.5,0,0,-0.876865196,-0.890607345,-0.919337725,-1.68684405
2022-01-10,0.107142857,0.546428571,0.1905,0.694,0.1155,-0.2103,-2.238229355,2.419421651,0.366476565,-0.582465402
2022-01-11,0.25,0.394444444,0.057666667,0.853666667,0.088666667,0.028833333,-0.69021438,0.111378685,1.424732656,-0.839038219
2022-01-12,0.391666667,0.6375,0,0.5965,0.4035,0.465225,2.134740323,-0.890607345,-0.279744534,2.171309928
2022-01-13,0.071428571,0.133928571,0.04925,0.80725,0.1435,0,-0.876865196,-0.034864941,1.117087226,-0.314737245
2022-01-14,0,0,0,0.525666667,0.141,0.098666667,-0.238152578,-0.890607345,-0.749221401,-0.338641545
2022-01-15,-0.033333333,0.15,0,0.454,0.046,0.100475,-0.226446443,-0.890607345,-1.224221526,-1.247004935
2022-01-16,0.100588235,0.287320261,0,0.703764706,0.178588235,0.152864706,0.112695107,-0.890607345,0.431196144,0.020766633
2022-01-17,0.125,0.276388889,0,0.677833333,0.1555,0.177633333,0.273033298,-0.890607345,0.259325374,-0.199996606
2022-01-18,0.114444444,0.361481481,0.066466667,0.5382,0.195266667,0.203213333,0.43862386,0.264282912,-0.666151612,0.180241122
2022-01-19,0.202875817,0.34753268,0.036470588,0.572529412,0.214588235,0.166658824,0.201990482,-0.256913358,-0.438619405,0.364988549
2022-01-20,0,0,0,0.38625,0.36375,0.1643,0.186720782,-0.890607345,-1.673262341,1.791231562
2022-01-21,0.058703102,0.480420274,0.192636364,0.530090909,0.186272727,0.085218182,-0.32521052,2.456541995,-0.719897927,0.094243592
2022-01-25,0.176157407,0.291898148,0.008,0.418777778,0.239888889,0.2662,0.846364186,-0.751603503,-1.457671199,0.606906312
2022-01-26,0.097916667,0.20625,0.051666667,0.512833333,0.102166667,0.113633333,-0.141266778,0.007125803,-0.834279563,-0.709955001
2022-01-27,0.053479853,0.14790293,0.051576923,0.702,0.054038462,0.023957692,-0.721776544,0.005566465,0.419499835,-1.170143417
2022-01-28,0.081512346,0.397283951,0.021333333,0.815777778,0.162888889,0.137877778,0.015678146,-0.519930432,1.173608559,-0.12934612
2022-01-29,0.058333333,0.30625,0.02575,0.608125,0.241125,0.1845875,0.31805067,-0.443188728,-0.202695096,0.61872566
2022-01-30,0.186013496,0.351254138,0.040058824,0.683705882,0.099764706,0.019870588,-0.748234161,-0.194566046,0.298248093,-0.732921877
2022-01-31,-0.0625,0.215625,0.016125,0.458875,0.025,-0.0212,-1.014102097,-0.610427726,-1.191910471,-1.447801053
2022-02-01,0.053100198,0.308878968,0.1055,0.6655,0.229,0.181825,0.300167796,0.942505826,0.177581167,0.502789806
2022-02-02,0.097010582,0.29042328,0.045333333,0.655333333,0.299333333,0.374344444,1.546430618,-0.102918905,0.110197428,1.175297439
2022-02-03,0.059583333,0.244583333,0.0123,0.8156,0.1721,0.13951,0.026244237,-0.676888938,1.172430264,-0.041272056
2022-02-04,0.133333333,0.15,0,0.537333333,0.129333333,0.1953,0.387397382,-0.890607345,-0.6718958,-0.450194943
2022-02-05,0.040266667,0.241733333,0.014,0.5736,0.0124,0.03977,-0.619416539,-0.647350621,-0.431523644,-1.568278723
2022-02-06,0.01875,0.14375,0.068,0.709375,0.222625,0.0383625,-0.628527904,0.290925315,0.468380661,0.441833842
2022-02-07,0.050472959,0.412045981,0.1505,0.522,0.14,-0.1084625,-1.578990541,1.724402439,-0.773523733,-0.348203265
2022-02-08,0.04,0.04,0,0.5016,0.0984,0.08808,-0.306684715,-0.890607345,-0.908733071,-0.745970812
2022-02-09,0.046428571,0.19047619,0.020142857,0.332857143,0.218428571,0.083485714,-0.336425542,-0.540615528,-2.027145324,0.401708767
2022-02-10,0.013333333,0.136666667,0,0.3344,0.0656,0.11988,-0.100829365,-0.890607345,-2.016919407,-1.059595225
2022-02-11,0.21095679,0.395910494,0.079333333,0.685666667,0.234888889,0.102355556,-0.214272782,0.487847425,0.311243992,0.559097712
2022-02-12,-0.002087542,0.349646465,0.0555,0.9445,0,-0.064,-1.291165273,0.073731811,2.026767697,-1.68684405
2022-02-13,0.309090909,0.263636364,0.019636364,0.547454545,0.251090909,0.200463636,0.420823865,-0.549416096,-0.60481333,0.714016891
2022-02-14,0.054761905,0.147619048,0,0.626571429,0.087714286,0.205257143,0.451854336,-0.890607345,-0.080433851,-0.848144619
2022-02-15,0.233333333,0.266666667,0,0.896666667,0.103333333,0.133966667,-0.009640192,-0.890607345,1.70973273,-0.698799661
2022-02-16,-0.020238095,0.270238095,0.201428571,0.517285714,0.138714286,-0.150385714,-1.850377899,2.609310828,-0.804769589,-0.360496904
2022-02-17,0.145333333,0.341333333,0.1662,0.7006,0.1332,0.10312,-0.209324197,1.997197479,0.410220762,-0.41322296
2022-02-18,0.086160714,0.257142857,0,0.559,0.191,0.1738875,0.248784876,-0.890607345,-0.528291111,0.13944445
2022-02-19,0.095641026,0.148717949,0.047846154,0.717076923,0.235076923,0.1247,-0.06962739,-0.059257442,0.519428304,0.560895642
2022-02-20,0.060881543,0.193595041,0.088272727,0.687727273,0.133090909,0.069309091,-0.428197045,0.643173688,0.324901501,-0.414266057
2022-02-21,0.26292517,0.391244331,0.0385,0.552285714,0.194928571,0.156371429,0.135395661,-0.221651354,-0.572792784,0.17700835
2022-02-22,0.083513709,0.234648268,0.052909091,0.581121212,0.184151515,0.089439394,-0.297884762,0.028713521,-0.381673737,0.073961156
2022-02-23,0.091089466,0.393650794,0.045363636,0.628181818,0.235545455,0.249454545,0.737963512,-0.102392376,-0.069760336,0.565375609
2022-02-25,0.063031463,0.340462018,0.013428571,0.684285714,0.230857143,0.209271429,0.477840568,-0.657279467,0.302091166,0.520547286
2022-02-26,0.220833333,0.2875,0,0.29875,0.45125,0.31105,1.136697912,-0.890607345,-2.253204353,2.627882053
2022-02-28,0.65,0.7,0,0.477,0.523,0.5095,2.421351822,-0.890607345,-1.071779625,3.313935455
2022-03-01,0.211574074,0.648148148,0.087333333,0.829666667,0.083,-0.014533333,-0.970945839,0.626851267,1.265662847,-0.893221299
2022-03-02,0.083202486,0.306581653,0.033823529,0.808941176,0.098352941,0.162788235,0.176934466,-0.302907277,1.12829619,-0.746420775
2022-03-03,0.024761905,0.327285714,0.0692,0.720933333,0.1432,0.069233333,-0.428687457,0.311775891,0.544988239,-0.317605761
2022-03-04,-0.01,0.198888889,0.0524,0.547,0.2006,0.11804,-0.112740492,0.019867822,-0.607826016,0.231236961
2022-03-05,0.200292398,0.424655388,0.031473684,0.704684211,0.158684211,0.262631579,0.823264231,-0.343736966,0.437290537,-0.169550077
2022-03-06,0.06625,0.355595238,0.0405,0.5948,0.21465,0.14868,0.08560567,-0.186900393,-0.291011979,0.365579126
2022-03-07,0.166666667,0.333333333,0,0.761,0.239,0.317566667,1.178883154,-0.890607345,0.810546448,0.598407005
2022-03-08,-0.275,0.6,0.1905,0.8095,0,-0.28595,-2.727944992,2.419421651,1.132000021,-1.68684405
2022-03-09,0.119736111,0.430611111,0.031,0.548777778,0.309222222,0.211155556,0.490037349,-0.351967456,-0.596043067,1.269852224
2022-03-10,0,0,0,1,0,0,-0.876865196,-0.890607345,2.39461663,-1.68684405
2022-03-11,0.088352273,0.417424242,0,0.9665,0.0335,0.1591,0.153058901,-0.890607345,2.172581688,-1.366526433
2022-03-12,-0.1,0.411111111,0.43,0.489,0.081,-0.4967,-4.092222198,6.580849181,-0.992244721,-0.912344738
2022-03-13,0.06,0.27,0.0888,0.8444,0.0668,-0.09478,-1.490417716,0.652335305,1.363314035,-1.048121161
2022-03-14,0.009975275,0.249831763,0.0735,0.53735,0.13925,0.089135,-0.299855238,0.386490456,-0.671785335,-0.355374554
2022-03-15,0.076109076,0.163492063,0.019153846,0.523769231,0.226230769,0.194469231,0.382019448,-0.557800069,-0.761797433,0.476311197
2022-03-16,0.060833333,0.156388889,0.011666667,0.667333333,0.321,0.331433333,1.26864817,-0.687893409,0.189732333,1.382468036
2022-03-17,0.095972222,0.254861111,0.0136,0.6862,0.3002,0.351,1.395311788,-0.654300813,0.314778877,1.183584263
2022-03-18,0.152666976,0.527466502,0.127571429,0.727428571,0.145142857,0.004114286,-0.85023162,1.326007498,0.588038085,-0.299028705
2022-03-19,0.025347222,0.108680556,0,0.4545,0.0455,0.125016667,-0.067577468,-0.890607345,-1.220907571,-1.251785795
2022-03-20,0.675,0.825,0,0.7505,0.2495,0.63495,3.233444706,-0.890607345,0.740953407,0.698805064
2022-03-21,0.127274306,0.347777778,0.0262,0.7415,0.1323,0.13307,-0.015444708,-0.435369762,0.681302229,-0.421828508
2022-03-22,0.034090909,0.113636364,0,0.5,0,0,-0.876865196,-0.890607345,-0.919337725,-1.68684405
2022-03-24,0.046296296,0.437191358,0.069555556,0.768777778,0.050555556,-0.057744444,-1.250670317,0.31795384,0.86209685,-1.203445989
2022-03-25,0.127777778,0.477777778,0.054666667,0.3295,0.2825,0.128808333,-0.043032346,0.059252244,-2.04939616,1.014341821
2022-03-26,0.098051948,0.31969697,0.107714286,0.662857143,0.086571429,-0.070114286,-1.330745727,0.980980103,0.160064551,-0.859072299
2022-03-27,0.038271847,0.251439037,0.030461538,0.589769231,0.149076923,0.1388,0.021648095,-0.361323484,-0.324355458,-0.261412269
2022-03-28,0.205555556,0.362037037,0.030583333,0.727583333,0.1585,0.207416667,0.465833881,-0.35920724,0.589063832,-0.171311446
2022-03-29,0.225477844,0.444042659,0.038333333,0.753666667,0.12475,0.2738,0.89556232,-0.224547267,0.761941785,-0.494019493
2022-03-30,0.275,0.441666667,0.029333333,0.525666667,0.278333333,0.159716667,0.157050855,-0.38092659,-0.749221401,0.974501321
2022-03-31,0.066666667,0.1,0.067,0.826333333,0.106666667,0.138366667,0.018842939,0.273549834,1.243569818,-0.666927261
2022-04-01,0.07,0.13,0,0.4,0.2,0.0843,-0.331154314,-0.890607345,-1.582128596,0.225499929
2022-04-02,-0.03125,0.8125,0.156,0.652,0.193,0.3197,1.192693156,1.81996758,0.088104399,0.15856789
2022-04-03,0.010339506,0.215277778,0.074925926,0.584555556,0.118296296,0.038311111,-0.628860567,0.411266604,-0.358911222,-0.555728
2022-04-04,0.185,0.403333333,0,0.6834,0.3166,0.16468,0.189180689,-0.890607345,0.296220733,1.340396469
2022-04-05,0.101369048,0.325892857,0.0827,0.7168,0.2005,0.06605,-0.44929457,0.546344875,0.517592883,0.230280789
2022-04-06,0.204861111,0.392361111,0.065333333,0.525333333,0.2425,0.245883333,0.71484549,0.244590701,-0.751430704,0.631873025
2022-04-07,0.103703704,0.22962963,0,0.365111111,0.190444444,0.219144444,0.541752931,-0.890607345,-1.813368967,0.134132383
2022-04-08,0.191583333,0.490916667,0.0256,0.7214,0.2529,0.26,0.806228866,-0.44579505,0.548081264,0.731314912
2022-04-09,0.082128906,0.363020833,0.0569375,0.6459375,0.2345,0.0522375,-0.538708942,0.098709064,0.047922702,0.555379266
2022-04-10,0.017948718,0.355128205,0.106230769,0.764230769,0.129538462,-0.0235,-1.028991006,0.955203292,0.831959692,-0.448233565
2022-04-14,0.171825397,0.320436508,0.004833333,0.72975,0.09875,0.143075,0.049322046,-0.806625857,0.603424301,-0.74262421
2022-04-15,0.075,0.316666667,0,0.666666667,0,0,-0.876865196,-0.890607345,0.185313727,-1.68684405
2022-04-16,0.095486111,0.279662698,0.01175,0.54175,0.113,0.183375,0.310201626,-0.686445452,-0.642622536,-0.606369702
2022-04-17,0.408333333,0.583333333,0.0105,0.50575,0.23375,0.3079,1.11630658,-0.708164802,-0.88122725,0.548207976
2022-04-18,0.176301587,0.351174603,0.0286,0.506133333,0.198533333,0.222286667,0.562093914,-0.393668609,-0.878686552,0.211476073
2022-04-19,0.075467687,0.582312925,0.0645,0.8685,0.067,0.0129,-0.793357837,0.230111134,1.523046635,-1.046208817
2022-04-20,0.140909091,0.293939394,0,0.562,0.438,0.225127273,0.580482404,-0.890607345,-0.508407385,2.501189264
2022-04-21,0.117452572,0.370973442,0.110411765,0.641,0.160323529,-0.005408824,-0.911878884,1.027850096,0.015197403,-0.153875369
2022-04-22,0.278571429,0.257142857,0.080714286,0.608571429,0.310714286,0.188342857,0.342360744,0.511842136,-0.199736208,1.284118918
2022-04-23,0.221535354,0.305858586,0.1666,0.545533333,0.221266667,-0.044166667,-1.162775405,2.004147672,-0.617546948,0.428845839
2022-04-24,0.065575397,0.337639933,0.042473684,0.707,0.145263158,0.103057895,-0.209726232,-0.152606682,0.452639378,-0.297878423
2022-04-25,0.08125,0.3296875,0.097625,0.705,0.197375,0.10915,-0.170289362,0.805673918,0.439383561,0.200400414
2022-04-26,0.0775,0.410119048,0.026142857,0.727142857,0.104,0.226757143,0.591033268,-0.436362646,0.586144396,-0.692425181
2022-04-27,-0.07273758,0.397753041,0.122928571,0.462642857,0.128857143,0.081235714,-0.350990779,1.245335625,-1.166937458,-0.454748143
2022-04-28,0.207894737,0.238596491,0.086631579,0.550526316,0.257578947,0.193236842,0.374041656,0.614657947,-0.584453916,0.776053696
2022-04-29,0.02288282,0.368503735,0.14,0.547705882,0.194647059,0.045782353,-0.580495941,1.541959896,-0.603147492,0.174316605
2022-04-30,0.038392857,0.40952381,0.092857143,0.801,0.106142857,0.034757143,-0.651866962,0.722830111,1.075662797,-0.671935781
2022-05-01,0.175928932,0.365584416,0.091363636,0.615181818,0.293454545,0.231618182,0.622500906,0.696879718,-0.155923149,1.119086116
2022-05-02,0.11248366,0.151437908,0.025470588,0.689705882,0.167176471,0.112188235,-0.150621532,-0.448043641,0.338015545,-0.088349465
2022-05-03,0.102070862,0.322999433,0.049933333,0.7164,0.1336,0.163243333,0.179880515,-0.022991696,0.51494172,-0.409398272
2022-05-04,0.321666667,0.291462585,0.007111111,0.681333333,0.200444444,0.328,1.246422697,-0.767048374,0.282523055,0.229749582
2022-05-06,0.095471522,0.23138422,0.019764706,0.690529412,0.172058824,0.197105882,0.399087651,-0.547186088,0.343473823,-0.041665774
2022-05-07,-0.085166667,0.516333333,0.0956,0.8482,0.056,-0.073,-1.349426221,0.770488571,1.388500088,-1.151387736
2022-05-08,0.4,0.5,0,0.6755,0.3245,0.28595,0.9742146,-0.890607345,0.243860254,1.415934056
2022-05-09,0.140868783,0.431698413,0.11992,0.6572,0.18272,0.0303,-0.680720003,1.193060251,0.122569524,0.060273409
2022-05-10,0.29375,0.49375,0,0.34525,0.40475,0.31175,1.141229319,-0.890607345,-1.945006598,2.183262078
2022-05-11,-0.038333333,0.515,0,0.6924,0.1076,0.1523,0.109039518,-0.890607345,0.355871911,-0.658002989
2022-05-12,0.095173761,0.279007937,0.0082,0.745266667,0.179866667,0.202973333,0.437070235,-0.748128407,0.706267351,0.032990635
2022-05-13,-0.009461806,0.180555556,0.2071875,0.6636875,0.0666875,-0.1501,-1.848528345,2.709374978,0.165568082,-1.049196854
2022-05-14,0.076485891,0.320535714,0.069555556,0.760277778,0.114555556,-0.022422222,-1.022014077,0.31795384,0.805759625,-0.591495915
2022-05-15,0.166022544,0.418961353,0.090043478,0.560826087,0.21873913,0.117221739,-0.118037454,0.673941337,-0.516187973,0.404678245
2022-05-16,0.161538462,0.135576923,0.008461538,0.538846154,0.145,0.172376923,0.239006249,-0.743584051,-0.661868964,-0.300394665
2022-05-17,0.269848485,0.444090909,0.015454545,0.751272727,0.233272727,0.2016,0.428180046,-0.622077195,0.746074973,0.543644427
2022-05-18,0.009563492,0.363253968,0.153904762,0.486761905,0.21647619,-0.042319048,-1.150814957,1.783561812,-1.007078612,0.383040647
2022-05-19,0.139722222,0.286111111,0.022766667,0.5349,0.209033333,0.199166667,0.412428012,-0.495025577,-0.688023711,0.311874132
2022-05-20,0.196609824,0.38005577,0.060054054,0.718486486,0.194486486,0.163754054,0.183186635,0.152860687,0.528770762,0.172781257
2022-05-21,0.084566498,0.291759259,0.0885,0.635777778,0.220166667,0.07365,-0.400096436,0.647122661,-0.019415009,0.418327947
2022-05-22,-0.233333333,0.666666667,0,0.766,0.234,0.7269,3.828677395,-0.890607345,0.843685992,0.550598406
2022-05-23,0.20797123,0.347018849,0.012833333,0.649083333,0.254833333,0.238791667,0.66893802,-0.667622015,0.068772999,0.749800903
2022-05-24,0.08974359,0.193589744,0.076461538,0.518730769,0.289423077,0.081269231,-0.350773813,0.437948609,-0.795191896,1.080538343
2022-05-25,0.068333333,0.290228175,0.0341,0.7077,0.1582,0.22116,0.554800507,-0.298103467,0.457278914,-0.174179962
2022-05-26,0.115656664,0.341314559,0.069473684,0.679473684,0.172131579,0.050444737,-0.550314284,0.316531286,0.27019747,-0.040970107
2022-05-27,0.148277125,0.366066212,0.041702703,0.571864865,0.278351351,0.172440541,0.239418072,-0.166002856,-0.443023961,0.974673604
2022-05-28,0.193669355,0.362268519,0.055451613,0.598096774,0.281935484,0.230348387,0.614280967,0.072891062,-0.269161261,1.008944075
2022-05-29,0.126626984,0.319693878,0.076809524,0.778238095,0.144952381,0.096890476,-0.249650638,0.443995022,0.92479897,-0.300849985
2022-05-30,0.041780145,0.372154692,0.105947368,0.656526316,0.132263158,0.086957895,-0.313948595,0.950279067,0.118104407,-0.422180782
2022-05-31,0.100213143,0.243754509,0.051757576,0.631878788,0.225454545,0.214251515,0.510078854,0.008705392,-0.045257158,0.468889163
2022-06-01,0.115897817,0.313988095,0.021833333,0.801833333,0.093,0.218125,0.53515362,-0.511242692,1.081186054,-0.7976041
2022-06-02,0.056283069,0.260496977,0.017555556,0.710111111,0.161222222,0.188888889,0.345895447,-0.585571136,0.473259539,-0.14528232
2022-06-03,0.24508547,0.34241453,0.079769231,0.687538462,0.232769231,0.377453846,1.566559139,0.495421352,0.323650078,0.538830135
2022-06-04,0.074993212,0.311131475,0.055078947,0.589868421,0.249736842,0.043284211,-0.596667513,0.066415819,-0.323698034,0.701069682
2022-06-05,0.085844907,0.382384259,0.042416667,0.819583333,0.138,0.132516667,-0.019026678,-0.15359739,1.198831434,-0.367326704
2022-06-06,-0.041847042,0.347040945,0.061,0.735714286,0.060285714,-0.041485714,-1.145420424,0.169296953,0.642955042,-1.110408936
2022-06-07,0.13375,0.12125,0.0484,0.4653,0.1863,0.11265,-0.147632327,-0.049634099,-1.149326157,0.094504367
2022-06-08,-0.065625,0.25,0.0495,0.89825,0.05225,-0.0074,-0.924768642,-0.030521071,1.720226919,-1.187244185
2022-06-09,0.185912698,0.501719577,0.088444444,0.571777778,0.228666667,0.285822222,0.973387439,0.646157356,-0.443601166,0.499602566
2022-06-10,0.032527778,0.358958333,0.09385,0.682,0.12415,-0.032495,-1.087219587,0.74008148,0.28694166,-0.499756525
2022-06-11,0.19580761,0.350682496,0.022631579,0.623052632,0.301684211,0.294431579,1.029119582,-0.497372791,-0.103756116,1.197775868
