Date_New,polarity,subjectivity,neg,neu,pos,compound,std_comp,std_neg,std_neu,std_pos
2022-06-12,0.081666667,0.25452381,0.0302,0.6135,0.3063,0.197235,0.399923486,-0.36586784,-0.167070086,1.241910754
2022-06-13,0.365,0.535,0.02425,0.22575,0.5,0.246075,0.716086232,-0.469251948,-2.737041689,3.094015898
2022-06-14,0.069253472,0.308119213,0.045208333,0.710458333,0.161,0.089575,-0.297006925,-0.10509084,0.475560896,-0.147407147
2022-06-15,0.088288889,0.231322222,0.04348,0.66704,0.16952,0.118624,-0.108960004,-0.135121462,0.187788146,-0.065941293
2022-06-16,0.228571429,0.358333333,0.003928571,0.447107143,0.370392857,0.251935714,0.754025207,-0.82234653,-1.269906754,1.854748701
2022-06-17,0.149074074,0.27191358,0.055555556,0.496666667,0.336666667,0.22455,0.576745464,0.074697115,-0.941430754,1.532268315
2022-06-18,0.051161616,0.26585048,0.051518519,0.659444444,0.177925926,0.213781481,0.507036119,0.004551658,0.137445497,0.014433816
2022-06-19,0.176923077,0.35,0,0.627153846,0.219,0.233784615,0.636525181,-0.890607345,-0.07657364,0.407172607
2022-06-20,0.206547619,0.415238095,0.047785714,0.689857143,0.262357143,0.246771429,0.72059452,-0.060307608,0.339018086,0.821741463
2022-06-21,0.013425926,0.358101852,0.033166667,0.6335,0.166666667,0.18265,0.305508382,-0.314320582,-0.034511912,-0.093224067
2022-07-02,0.200892857,0.585714286,0.109857143,0.470428571,0.419714286,0.347757143,1.374319351,1.018213275,-1.115334454,2.326346386
2022-07-04,0.266666667,0.333333333,0,0.450333333,0.216333333,0.190633333,0.357188001,-0.890607345,-1.248523858,0.381674687
2022-07-05,0.159694602,0.413773674,0.02075,0.8140625,0.1651875,0.176975,0.268771618,-0.530066129,1.162239854,-0.107367445
2022-07-06,0.101547619,0.278809524,0.105428571,0.657214286,0.0945,0.024942857,-0.715399139,0.94126472,0.122664209,-0.78326152
2022-07-07,0.176195767,0.353572751,0.051047619,0.740095238,0.113619048,0.105928571,-0.191143082,-0.003630447,0.671991595,-0.600450542
2022-07-08,-0.010335498,0.466071429,0.151818182,0.674363636,0.173727273,0.000663636,-0.872569187,1.747306481,0.236328539,-0.02571253
2022-07-11,0.004166667,0.154791667,0.09635,0.50955,0.0441,0.018255,-0.758692573,0.783520181,-0.856041197,-1.265172203
2022-07-12,0.080663221,0.326337093,0.084526316,0.577263158,0.127684211,0.128505263,-0.044994252,0.578077989,-0.407244568,-0.465963394
2022-07-13,0.090815508,0.245659537,0.003529412,0.605588235,0.214411765,0.190058824,0.353468947,-0.829282121,-0.219508541,0.363301186
2022-07-14,0.114285714,0.371428571,0,0.8245,0.1755,0.6365,3.243478536,-0.890607345,1.231418652,-0.008762208
2022-07-15,0.021680556,0.189083333,0.0212,0.8028,0.126,0.137655,0.014236008,-0.522247163,1.087593033,-0.482067343
2022-07-16,0.151785714,0.489285714,0.050166667,0.7155,0.067666667,-0.00125,-0.884956994,-0.018937417,0.508976602,-1.039834337
2022-07-18,0.118964912,0.291649123,0.022,0.715421053,0.104684211,0.209821053,0.481398526,-0.508346779,0.508453346,-0.685882951
2022-07-19,0.204545455,0.260606061,0.071545455,0.728909091,0.199545455,0.13,-0.035318165,0.35252929,0.597850833,0.221153693
2022-07-20,0.04375,0.24375,0.06625,0.18375,0.5,0.224975,0.579496675,0.260518224,-3.015413855,3.094015898
2022-07-21,0.1,0.261742424,0.081909091,0.401272727,0.153181818,0.098663636,-0.238172194,0.53260245,-1.573693076,-0.222162411
2022-07-22,0.106349206,0.137103175,0.0235,0.851833333,0.124666667,0.177633333,0.273033298,-0.482283558,1.41258149,-0.494816303
2022-07-23,-0.050347222,0.505208333,0.20775,0.7665,0.02575,-0.0153,-0.975908808,2.719148686,0.846999946,-1.440629763
2022-07-24,0.020081019,0.214351852,0.065,0.773722222,0.105722222,0.048033333,-0.565924357,0.238798874,0.894868176,-0.675957774
2022-07-25,0.187653285,0.359471153,0.039608696,0.78173913,0.135217391,0.062195652,-0.474245454,-0.202387235,0.948003512,-0.393933229
2022-07-26,0.191666667,0.175,0.050333333,0.577,0.206,0.020483333,-0.744267593,-0.016041504,-0.408988754,0.282870249
2022-07-27,0.006220539,0.429840067,0.092333333,0.776333333,0.131333333,0.16656,0.201350754,0.713728668,0.912174382,-0.431071504
2022-07-28,-0.05,0,0.159,0.547,0.294,0.4019,1.724809817,1.872094021,-0.607826016,1.124301599
2022-07-29,0.217103175,0.417738095,0.0413,0.6971,0.2616,0.36501,1.486004664,-0.173000009,0.387023082,0.814501875
2022-07-30,0.155244755,0.208547009,0.009307692,0.670538462,0.166307692,0.1491,0.088324514,-0.728881721,0.21097563,-0.09665648
2022-07-31,0.06,0.175,0,0.3464,0.1536,0.09768,-0.244539704,-0.890607345,-1.937384503,-0.218163874
2022-08-01,0.025472608,0.121286651,0.016083333,0.624083333,0.109833333,0.051225,-0.545263299,-0.611151704,-0.096924719,-0.636648481
2022-08-02,0.275208333,0.409166667,0,0.483625,0.266375,0.285075,0.968550341,-0.890607345,-1.02786973,0.860159087
2022-08-04,0.149479167,0.239583333,0.009125,0.55425,0.186625,0.155425,0.129269014,-0.732056088,-0.559773677,0.097611926
2022-08-05,0.116666667,0.183333333,0,0.784333333,0.215666667,0.2235,0.569948353,-0.890607345,0.965197652,0.375300208
2022-08-06,0.045818071,0.218454561,0.077615385,0.824846154,0.097538462,0.013107692,-0.792013353,0.457997241,1.233712928,-0.754208602
2022-08-07,0,0.02,0,0.6,0,0,-0.876865196,-0.890607345,-0.256546854,-1.68684405
2022-08-08,-0.03,0.4925,0.026,0.835666667,0.138,0.279366667,0.931597795,-0.438844858,1.305430299,-0.367326704
2022-08-09,0,0,0,1,0,0,-0.876865196,-0.890607345,2.39461663,-1.68684405
2022-08-10,0.065,0.18625,0.0126,0.5434,0.2439,0.17758,0.272688048,-0.671676294,-0.631686487,0.645259433
2022-08-11,0.076785714,0.230357143,0.154714286,0.717,0.056928571,-0.06255,-1.281778787,1.797627677,0.518918465,-1.142508996
2022-08-12,0.036111111,0.069444444,0.059166667,0.747166667,0.027,0.024066667,-0.721071105,0.137441905,0.718860378,-1.428677613
2022-08-13,0.040416667,0.179166667,0,0.7447,0.1553,0.17163,0.234171088,-0.890607345,0.702511536,-0.20190895
2022-08-14,-0.062708333,0.243333333,0.0334,0.8774,0.0892,0.15296,0.113311987,-0.310266303,1.582035022,-0.833938635
2022-08-15,0.45,0.5,0,0.607,0.393,0.8126,4.383451091,-0.890607345,-0.210151493,2.070911869
2022-08-16,0.303492063,0.461269841,0,0.759333333,0.240666667,0.387266667,1.630081831,-0.890607345,0.799499934,0.614343205
2022-08-17,0.068033126,0.279042443,0.089434783,0.538304348,0.154869565,0.073965217,-0.398055895,0.663364957,-0.665460004,-0.206024647
2022-08-18,0.0125,0.3328125,0.019375,0.513,0.092625,0.137475,0.013070789,-0.553957415,-0.833174912,-0.801189745
2022-08-19,0.144345802,0.348137626,0.04625,0.639625,0.189125,0.184375,0.316675064,-0.086991382,0.006084029,0.121516225
2022-08-20,-0.011574074,0.074074074,0.021666667,0.311666667,0,-0.034233333,-1.098472581,-0.514138606,-2.167593865,-1.68684405
2022-08-21,0.182853224,0.245288066,0.005666667,0.631111111,0.141,0.413655556,1.800908686,-0.79214629,-0.05034525,-0.338641545
2022-08-22,0.024479167,0.343489583,0.006625,0.63275,0.110625,0.3176875,1.179665361,-0.775494788,-0.039482844,-0.629078786
2022-08-23,0.075541126,0.162554113,0.024363636,0.499545455,0.112363636,0.035363636,-0.647940864,-0.467277462,-0.922350411,-0.612454433
2022-08-24,0.143526786,0.334468006,0.025,0.618,0.23175,0.1305125,-0.032000528,-0.456220338,-0.137244497,0.529084536
2022-08-25,0.0875,0.55,0.25,0.60575,0.14425,0.071225,-0.415794525,3.453262728,-0.218436379,-0.307565955
2022-08-26,0.040470899,0.343440165,0.118294118,0.498058824,0.383588235,0.044494118,-0.588835253,1.164809765,-0.932203665,1.980919211
2022-08-27,0.5,0.5,0.431,0.569,0,-0.5849,-4.663179492,6.598224661,-0.462012024,-1.68684405
2022-08-28,0.121837422,0.234674122,0.014190476,0.735761905,0.202428571,0.250528571,0.744916154,-0.644041006,0.643270657,0.248721249
2022-08-29,0.130859375,0.466145833,0.02175,0.8015,0.177,0.345275,1.358251351,-0.512690649,1.078976751,0.005580372
2022-08-30,0.164285714,0.246428571,0,0.836142857,0.163857143,0.241957143,0.689429536,-0.890607345,1.308586446,-0.120087947
2022-08-31,0,0.25,0,0.696,0.054,0.074,-0.397830732,-0.890607345,0.379732382,-1.170511176
2022-09-01,0.375,0.438888889,0,0.4884,0.3116,0.3136,1.15320518,-0.890607345,-0.996221466,1.292587869
2022-09-03,-0.25,0.5,0.278,0.222,0,-0.1806,-2.045968225,3.939776176,-2.761896346,-1.68684405
2022-09-04,0.303968254,0.57015873,0.016333333,0.630333333,0.353333333,0.637933333,3.252757132,-0.606807834,-0.05550029,1.691630313
2022-09-05,0.171488095,0.355130952,0.0874,0.7024,0.2102,0.04572,-0.580899579,0.628009632,0.422150998,0.323029472
2022-09-06,0.1275,0.284166667,0.0782,0.7579,0.0639,-0.03783,-1.121755382,0.468155214,0.789999931,-1.075850149
2022-09-07,0,0,0,1,0,0,-0.876865196,-0.890607345,2.39461663,-1.68684405
2022-09-08,0.178371825,0.42342192,0.0344,0.7288,0.1868,0.26771,0.856139078,-0.292890823,0.597127788,0.099285227
2022-09-09,0.03375,0.2525,0.1017,0.6619,0.1364,0.0748,-0.392651981,0.876479001,0.153720695,-0.382625456
2022-09-10,0.078125,0.164583333,0.013375,0.53475,0.32675,0.162875,0.177496132,-0.658210296,-0.689017897,1.437447926
2022-09-11,0.06,0.3,0.1264,0.72,0.1536,0.02542,-0.712310384,1.305653364,0.538802191,-0.218163874
2022-09-12,0.018080357,0.39672619,0.066166667,0.816083333,0.11775,0.060758333,-0.48354985,0.259070267,1.175633753,-0.560951532
2022-09-13,0.07099359,0.277083333,0.054269231,0.555346154,0.198115385,0.104884615,-0.197901068,0.052346604,-0.55250847,0.207479765
2022-09-14,0.137777778,0.376666667,0.1024,0.6588,0.0388,0.01336,-0.790380055,0.888641837,0.133174178,-1.315849318
2022-09-15,-0.033333333,0.2,0,0.932333333,0.067666667,0.1405,0.032652941,-0.890607345,1.946128141,-1.039834337
2022-09-16,0.245833333,0.645238095,0,0.7965,0.2035,0.60525,3.041183577,-0.890607345,1.045837208,0.258965949
2022-09-17,-0.016666667,0.218333333,0.1206,0.7252,0.1544,0.03078,-0.677612753,1.204875578,0.573267317,-0.210514498
2022-09-18,0.274571429,0.356857143,0,0.4988,0.3012,0.33534,1.293937738,-0.890607345,-0.927291215,1.193145983
2022-09-19,0.219537037,0.359166667,0.083277778,0.732444444,0.184166667,0.090711111,-0.289652379,0.556384041,0.621282833,0.074106031
2022-09-20,0.170535714,0.270982143,0,0.529875,0.470125,0.376025,1.557309591,-0.890607345,-0.721328952,2.808359516
2022-09-21,0.039887767,0.354170525,0.042611111,0.7505,0.095777778,0.095255556,-0.260234196,-0.150218824,0.740953407,-0.771043767
2022-09-22,0.039583333,0.101388889,0.009375,0.767625,0.098,0.1244,-0.071569422,-0.727712218,0.854456344,-0.7497955
2022-09-23,0.0625,0.0625,0.05775,0.87875,0.0635,-0.083175,-1.41529346,0.112826642,1.590982699,-1.079674837
2022-09-24,0,0.5,0,1,0,0,-0.876865196,-0.890607345,2.39461663,-1.68684405
2022-09-25,0,0,0,0.333333333,0,0,-0.876865196,-0.890607345,-2.023989177,-1.68684405
2022-09-26,0.7,1,0,0.208,0.792,0.5859,2.915922538,-0.890607345,-2.854687068,5.886038107
2022-09-27,0.063541667,0.139583333,0.023833333,0.693583333,0.115916667,0.107858333,-0.178650887,-0.476491732,0.363714936,-0.578481352
2022-09-28,0.024583333,0.335486111,0.00925,0.820916667,0.0865,0.116625,-0.121900408,-0.729884153,1.207668645,-0.859755279
2022-09-29,0.190909091,0.318939394,0.01,0.762272727,0.227636364,0.207427273,0.465902539,-0.716852542,0.818981969,0.489751097
2022-09-30,0.154166667,0.254166667,0,0.595,0.238333333,0.202483333,0.43389825,-0.890607345,-0.289686397,0.592032525
2022-10-01,0.084615385,0.223076923,0.016384615,0.499307692,0.022769231,0.031584615,-0.672404125,-0.605916784,-0.923926277,-1.469131043
2022-10-02,0.035363059,0.395917605,0.04212,0.635,0.20296,0.09264,-0.277165835,-0.158752115,-0.024570049,0.25380262
2022-10-03,0.062457369,0.394907407,0.086870968,0.719741935,0.128967742,0.011512903,-0.802337123,0.618817443,0.537091763,-0.453690626
2022-10-04,-0.069949495,0.409343434,0.10225,0.7635,0.1345,0.132525,-0.018972732,0.886035515,0.82711622,-0.400792724
2022-10-05,0.085583333,0.453952381,0.0748,0.5784,0.1468,0.20396,0.443457361,0.409078581,-0.399709682,-0.283183569
2022-10-06,0.08568009,0.239355985,0.053875,0.59971875,0.190125,0.103584375,-0.206318094,0.045496656,-0.258410953,0.131077945
2022-10-07,0.07752866,0.31118488,0.028166667,0.797611111,0.063111111,0.018316667,-0.758293377,-0.401197984,1.053201551,-1.083393283
2022-10-08,0.130740741,0.189259259,0.011333333,0.365555556,0.289777778,0.1261,-0.060564576,-0.693685235,-1.810423229,1.083929893
2022-10-09,0.11668392,0.350431332,0.084608696,0.725391304,0.103086957,0.046969565,-0.572810595,0.579509379,0.574535264,-0.701155447
2022-10-10,0.1875,0.225,0.16075,0.5325,0.05675,0.10565,-0.192946397,1.902501112,-0.703930692,-1.144216446
2022-10-11,-0.000555556,0.27034188,0.037266667,0.760333333,0.069,0.01432,-0.784165554,-0.243081113,0.806127843,-1.027085377
2022-10-12,0.102197802,0.231868132,0.046615385,0.763076923,0.113384615,0.118423077,-0.110260667,-0.080642649,0.824312105,-0.602692117
2022-10-13,0.058399471,0.206580688,0.050277778,0.608166667,0.174944444,0.075055556,-0.390997658,-0.017006808,-0.202418933,-0.014074275
2022-10-14,-0.037924107,0.284853671,0.04675,0.8479375,0.1053125,0.01038125,-0.809662811,-0.078303642,1.386760262,-0.679875423
2022-10-15,0.132276371,0.398299278,0.11096,0.75496,0.13404,-0.084604,-1.424544004,1.037375948,0.77051388,-0.405191115
2022-10-16,0.042954545,0.335151515,0.036636364,0.764954545,0.152954545,0.1034,-0.207511635,-0.254032931,0.836756815,-0.22433553
2022-10-17,0.180863636,0.475234848,0.070727273,0.729409091,0.154409091,-0.028572727,-1.061828995,0.338312988,0.601164787,-0.210427573
2022-10-18,0.067431973,0.294557823,0.100785714,0.294142857,0.319357143,0.125292857,-0.065789566,0.860592847,-2.283740075,1.366759497
2022-10-19,0.22339362,0.466086691,0.040615385,0.712230769,0.247076923,0.238869231,0.669440127,-0.18489553,0.487308439,0.675636281
2022-10-20,0.175361552,0.29646164,0.078277778,0.568333333,0.186722222,0.106416667,-0.187983428,0.46950664,-0.46643063,0.098541537
2022-10-21,0.05264652,0.331129426,0.084961538,0.547961538,0.174769231,0.057542308,-0.504368595,0.585640192,-0.601453026,-0.015749619
2022-10-22,0.2575,0.271666667,0.0149,0.4488,0.2363,0.19357,0.376198333,-0.631712689,-1.258686651,0.572590361
2022-10-23,0.100757576,0.324242424,0,0.818636364,0.181363636,0.128054545,-0.047911946,-0.890607345,1.192555005,0.04730424
2022-10-24,0.151534091,0.382189529,0.0621,0.5105,0.22735,0.108305,-0.175759418,0.188409981,-0.849744684,0.487012968
2022-10-25,0.035882867,0.152297009,0.021384615,0.526461538,0.144461538,0.107638462,-0.180074214,-0.519039382,-0.743953064,-0.305543283
2022-10-26,0.099512987,0.156412338,0.013714286,0.603857143,0.168142857,0.146464286,0.071262379,-0.652315044,-0.230982063,-0.079109148
2022-10-27,0.08,0.22,0,0.287,0.313,0.16444,0.187627064,-0.890607345,-2.33108228,1.305974277
2022-10-28,0,0,0,0.763,0.237,0.20095,0.423972311,-0.890607345,0.823802266,0.579283565
2022-11-09,0.043333333,0.161666667,0,0.4221,0.3779,0.29754,1.049241755,-0.890607345,-1.435651814,1.926529899
2022-11-10,0.1398079,0.319964165,0.0488,0.5249,0.226333333,0.12292,-0.081150111,-0.042683907,-0.754302798,0.477291886
2022-11-11,0.115071549,0.358939394,0.018909091,0.635272727,0.254909091,0.173942424,0.249140425,-0.562052809,-0.022762438,0.750525276
2022-11-12,0.047,0.171111111,0.01552,0.64724,0.09724,0.034232,-0.655266443,-0.620939891,0.056555554,-0.757062407
2022-11-13,0.100898931,0.249866375,0.058061224,0.599959184,0.137877551,0.100967347,-0.223259265,0.118234317,-0.256817381,-0.368497527
2022-11-14,0.12049513,0.23633658,0.073727273,0.68875,0.146613636,0.063213636,-0.467655596,0.390439429,0.331680044,-0.284965526
2022-11-15,0.042732265,0.38637822,0.09844186,0.602418605,0.182883721,0.033169767,-0.66214274,0.819867261,-0.240516563,0.061838863
2022-11-16,0.062671717,0.200611111,0.02032,0.7162,0.18348,0.122476,-0.084024318,-0.537537586,0.513616138,0.067540316
2022-11-17,0.125496032,0.373710317,0.037041667,0.681625,0.198,0.158733333,0.150685307,-0.246990596,0.284456195,0.206376489
2022-11-18,0.082060431,0.210536534,0.081909091,0.512363636,0.16330303,0.114757576,-0.133989064,0.53260245,-0.837392672,-0.125386216
2022-11-19,0.115119709,0.356950397,0.034266667,0.698933333,0.200133333,0.153913333,0.119483332,-0.295207554,0.399174248,0.226774825
2022-11-20,0.092570493,0.257686176,0.068459459,0.541756757,0.173567568,0.079940541,-0.359375007,0.298908643,-0.642577753,-0.027239586
2022-11-21,0.124895833,0.338645833,0.080425,0.655325,0.189225,0.14207,0.04281624,0.506815657,0.110142195,0.122472397
2022-11-22,0.070202518,0.226937603,0.063448276,0.719724138,0.147862069,0.130044828,-0.035027976,0.211836922,0.536973803,-0.273028363
2022-11-23,0.147504509,0.306403369,0.061097222,0.599402778,0.228402778,0.156179167,0.134151066,0.170986235,-0.260505188,0.497079335
2022-11-24,0.113754044,0.39980566,0.053774194,0.655741935,0.225967742,0.1971,0.399049572,0.043745095,0.112905606,0.473796204
2022-11-25,0.075437243,0.28154027,0.149259259,0.758037037,0.055666667,-0.187203704,-2.088716896,1.702843973,0.7909082,-1.154574976
2022-11-26,0.204074405,0.362619473,0.027964286,0.726571429,0.245464286,0.219639286,0.544956256,-0.40471445,0.58235702,0.660216694
2022-11-27,0.130147569,0.256028646,0.03659375,0.68771875,0.18190625,0.1692625,0.218845222,-0.254773363,0.324845013,0.05249256
2022-11-28,0.092498515,0.28567043,0.057784314,0.673254902,0.170921569,0.105352941,-0.19486939,0.113422859,0.228979949,-0.052539887
2022-11-29,0.153641917,0.361956976,0.078473684,0.706210526,0.110157895,0.068957895,-0.430470492,0.472910608,0.447406819,-0.633545116
2022-11-30,0.104517544,0.330958647,0.061947368,0.689210526,0.196210526,0.158510526,0.149242979,0.185757934,0.33473237,0.189266043
2022-12-01,0.136662257,0.327733686,0.045592593,0.673148148,0.170148148,0.158322222,0.148024004,-0.098414151,0.228272394,-0.059935117
2022-12-02,0.043867951,0.343533891,0.07127027,0.72027027,0.154432432,-0.012032432,-0.95475641,0.347747831,0.540593518,-0.210204388
2022-12-03,0.199866973,0.37979798,0.031571429,0.530619048,0.294952381,0.231740476,0.623292571,-0.34203861,-0.716397473,1.133407999
2022-12-04,0.06943688,0.194877703,0.034064516,0.683354839,0.153548387,0.1647,0.189310158,-0.298720017,0.295921408,-0.218657382
2022-12-05,0.046961806,0.234461806,0.042416667,0.777291667,0.096958333,0.028370833,-0.693208346,-0.15359739,0.918526128,-0.759755625
2022-12-06,0.084166667,0.522291667,0.052125,0.6195,0.203375,0.0453625,-0.583213833,0.015089565,-0.127302634,0.257770734
2022-12-07,0.288271605,0.360493827,0,0.682444444,0.095333333,0.200322222,0.41990843,-0.890607345,0.289887398,-0.77529342
2022-12-08,0.179166667,0.33125,0.04075,0.4,0.30925,0.22885,0.60458125,-0.182556523,-1.582128596,1.270117828
